20000 30000
3544 5513 10870
19570 5354 4598
12826 4617 -3886
4289 3792 -18538
15972 7420 14010
11610 15879 3598
9775 10331 -13762
9597 3558 -1954
16684 8556 -656
12018 8 7888
1989 8435 3214
17106 19229 3532
591 3434 -7230
4550 11642 -12218
14072 5103 19124
4166 10867 -10028
17997 6666 -16218
12058 15201 -10106
16377 6536 8436
16872 2126 -13580
8641 17354 -2424
15289 1967 322
9741 4962 16596
5209 6650 -13190
3039 5885 -2738
2717 97 2276
14725 1271 -16736
5816 10824 -13460
2862 10396 8772
15230 3486 9186
9151 10016 13468
11153 3651 2652
17415 2798 -3934
15232 3986 -15908
10238 17829 -262
12199 4340 9082
2863 15127 -5962
18871 9128 11886
8517 10791 -6824
3296 18809 4790
2513 10303 -4696
2237 13703 -502
474 11979 19696
19218 9698 9228
11424 835 -10650
11288 6095 5076
1977 10281 -17192
10925 2637 486
7468 5985 19496
10181 6196 9072
7319 7669 -6538
360 11203 -1036
2755 17247 -18654
5032 1337 -11672
14233 9421 -14730
19856 10546 4728
8619 2684 -774
8376 8593 -10568
18451 5731 -17910
3725 7660 -8530
11453 859 8068
6885 1747 19948
7910 4556 -14826
7446 9345 12314
18596 2925 -3144
9165 11740 19702
1044 298 -18638
17272 8152 -2462
14486 12381 -4436
799 11658 14984
8230 17718 -11554
8705 7828 14310
12274 12129 -11514
1774 11222 -8924
2496 10610 -8516
14099 11909 -13670
17275 5726 -706
6682 6770 -19194
4099 5677 -17532
13959 5932 -16868
212 3388 528
666 9092 -6042
8483 9015 -19138
5887 13972 -562
9405 6412 -1618
4302 8769 -800
9899 11175 -14722
4849 749 10918
12174 567 -888
3748 12014 18374
19118 8202 12182
9135 9867 1238
4434 3208 15538
5352 18515 -9356
2000 174 -11120
7419 16639 5460
16613 1883 -19094
14449 13953 -13580
725 15695 -9752
8491 11156 -16196
19953 1959 -3382
11529 2246 3850
7047 6817 -702
7384 6669 8352
10693 6121 -18948
6428 19118 3536
1262 16510 14626
9485 7229 -2968
3896 9267 15868
1572 11261 -18034
12203 13330 552
11405 3687 9448
11805 13333 -1784
2772 17930 18392
15383 15845 2620
11749 7352 1010
2791 10665 8476
6914 9086 6362
1178 4872 -18726
1171 11650 -9674
8096 8164 -10012
1658 16462 -518
6350 11619 -3854
9943 8955 -18538
17956 9723 -4420
8608 1046 -18646
5877 8701 -19398
6712 17653 -15940
2020 18131 14312
16517 6135 -3066
10360 10892 1100
13465 11263 632
248 12717 -10174
10093 690 -11162
6786 4447 4402
6973 2524 594
1828 8529 4666
13279 15813 4408
15581 10601 12756
4503 11779 4836
16143 10394 144
2767 3718 -3812
8972 401 -11214
9175 11671 8440
7775 7202 -6586
872 4158 8372
9128 2167 12770
402 10248 -9518
3450 3598 -17382
957 17064 -8444
12799 15817 -16200
3120 12170 -3562
11801 9340 -8962
12817 18219 -13628
8138 14886 7570
2043 116 -12004
11117 13227 -10668
12292 3156 -19524
1518 19857 -1150
19813 4572 4160
13623 8747 -3936
5920 8439 5018
18326 1498 12812
15034 10066 -11130
13763 2983 4546
868 584 3084
11247 3784 -19364
8423 4346 7724
12454 12527 -7186
15600 9909 2322
4324 9771 6014
747 10894 12416
9048 15818 -17752
274 9319 -12896
10140 13633 -746
19261 11252 6588
211 539 14326
11696 16633 10990
3665 10726 18460
2301 12476 -9572
7628 4883 -2536
3254 6807 -15150
7634 3361 -12852
5534 2364 -16392
6961 12119 -7800
14753 5435 -17320
7003 11179 -1308
5491 13296 10328
2117 5394 -13014
6316 8613 -4194
7347 2947 3740
3450 2412 -17328
4024 509 -10876
11098 122 5540
18599 2927 -10276
7430 11140 -12712
16299 1004 19196
5893 3774 -9812
15141 8661 -9228
7696 4991 -16096
10370 8221 -438
6246 9109 -18548
11964 10715 2132
3967 6359 -7318
2283 3868 -10954
16677 7030 6666
4051 10426 -12222
6966 3861 -6620
2223 16890 2056
17091 3313 -5582
231 18537 17820
991 5835 -6336
10678 14735 -4664
4901 675 -7696
17770 10280 -8508
3799 2353 264
11040 15916 12914
2883 10904 4194
3832 9643 -18344
11737 14884 4794
12098 134 -13460
7632 13281 -7620
12699 5161 1270
5966 1789 -18338
6846 9887 -1726
76 3382 -8944
10754 1030 -10710
7348 46 8284
8294 11734 19998
7016 7598 10996
701 2493 -9752
5134 4610 -19238
2706 15409 -15810
10425 16828 3668
3037 7793 -190
2380 3638 -5678
12928 7881 18600
12225 18541 -4856
12106 14996 10536
5372 9298 -9758
7948 5654 -18322
9561 7872 18994
3973 5816 -3436
15248 16877 -7824
5361 13915 -15782
7426 2053 6160
10047 18934 -15858
12145 5089 -7684
9759 8149 11050
10509 10361 13334
17882 925 18334
1923 7722 -7564
1309 15744 586
10857 8512 16776
7199 6046 17794
3482 6149 -7016
3969 10282 3340
11533 17829 -1392
1663 15924 5478
10110 13255 -5502
2061 11739 7770
3750 1487 -3178
6607 12120 -19608
10554 8956 12944
6541 18052 -2376
4002 2820 11932
5982 2405 -14660
2826 8482 10728
9935 14502 3568
14205 4867 17742
13849 14984 -12556
869 1893 -18396
7011 5926 -3304
8427 7548 606
7329 19820 -3086
776 10299 -742
1843 9264 -5636
6630 15347 -5344
2218 16804 -5090
19812 9123 3134
9860 2088 17378
10522 5877 -11936
2936 11642 4966
12427 16634 -6540
174 12760 -12616
4878 13915 7280
18614 15799 -2132
12662 11775 -6354
11065 12021 -8496
3733 2173 8468
2104 3699 -5694
19034 1992 -6724
5625 5364 -5472
8182 4824 -3772
7986 11198 11812
5387 16612 -7444
11051 9805 -3992
15192 12548 -9708
18231 4688 -1874
14609 12019 5534
12432 16462 -17730
5873 2511 2440
10807 17613 -6760
18698 7107 -19558
15594 12035 3508
10896 8063 1766
2803 11004 -16860
17438 5549 -12626
7702 2627 -5984
12584 13222 14356
6787 9257 15202
9354 303 13570
4649 11774 1096
13695 2470 -15950
11147 2681 -3552
5479 10124 -5076
9293 5029 -18080
5624 8424 -12888
9465 11438 870
3482 7777 -4016
12062 16826 -17152
61 5304 -9078
10146 1946 8298
16065 1161 18808
6112 3033 3486
2832 9091 -6230
3646 5736 -15604
11611 18995 -5278
2596 8486 -9472
4563 5044 3884
1122 744 3020
3960 130 -18462
4188 14264 832
4757 1771 2152
13724 15228 -8060
6338 3239 -8330
10907 11397 5876
12064 14239 -8392
1268 11328 -1826
14796 11290 15838
9616 239 -15244
18560 2135 10136
19938 1246 -12150
9401 15615 -18058
10148 11567 4302
3158 9795 -18566
14730 3666 -15810
18544 11447 -16952
2835 12481 -6218
6685 928 -1124
11488 634 992
11998 8867 -2512
4680 1647 1420
1788 748 -6042
11160 9761 -6896
5611 7649 -6618
2524 10177 6916
4492 2951 -14280
12684 17933 18384
6208 353 -7968
5168 1605 -14736
17803 15052 -4462
3284 3720 -7548
6808 7911 -540
841 1723 -11098
11586 1198 -1892
9794 5291 -6552
17351 1414 -13402
11180 12196 -17402
6611 8310 -19642
11964 1489 -690
19336 7099 12056
4443 17803 -17238
19335 2332 -13728
19837 8378 -15034
9131 12104 650
16175 9363 7524
12694 9380 9132
4270 12957 -12820
477 2003 8764
10678 8354 3754
8695 5180 2430
7330 10643 -18292
9273 9823 -9028
2127 365 9698
2538 19443 -9964
7184 2209 -9116
3471 2024 6136
2340 3846 -15098
18691 12700 -1182
12340 4038 -7776
5011 3301 -10984
7175 13603 2726
18489 1956 -7430
4488 9957 -13564
17705 19673 -8490
13745 18736 18402
8591 5904 -9064
8190 3156 -5194
11375 59 1690
10135 1239 -14628
7106 4379 15938
13122 9222 -17502
1707 7304 4748
11982 9870 15410
11188 16782 6424
1103 5845 7944
5494 12421 -2578
6337 6145 -4744
10136 5697 -19468
3183 17651 -10148
9832 16249 -15688
7344 897 -10644
8254 12114 2558
14391 19378 1302
17988 3786 -16666
9707 5484 3060
1056 16964 390
2018 8625 5848
679 12376 -14628
6608 3326 -2354
6924 9050 2580
1837 18186 4716
9932 10519 18742
1890 5848 -7212
2548 17012 -8944
6260 17305 -4032
6435 3409 13350
586 207 15844
5045 16489 4040
9003 10991 10010
3059 1500 14276
8051 7800 7716
11237 12262 -9258
12415 12695 -14258
7789 8216 -7124
12832 4305 -9798
6367 7782 -2960
7566 6727 -12548
1523 6508 -5932
5265 3666 -15110
6738 15090 -18812
2180 6347 832
14855 14017 -18904
11991 17206 -2838
9000 19228 -16564
19288 4334 -7120
3063 3966 -1062
9908 17508 -15760
1204 6295 -3732
10599 1546 4248
12425 4934 -10366
6551 12290 -14510
17728 2041 -3006
2384 12401 3940
12355 11984 11758
12535 9404 360
11029 1652 6022
6800 12347 19622
19710 9095 -11260
9230 7120 -15526
7883 14577 11296
12607 14386 -14264
5899 15361 4690
13463 5309 18192
3506 8111 9336
6506 4348 -16448
9318 4291 14566
8843 3980 -14156
11393 347 9500
19507 16457 -16556
6329 2677 940
313 9535 1180
6111 18544 3276
10342 3613 -5820
7955 9890 -13696
8421 4920 1556
12239 17808 3096
12317 8127 7756
1034 9171 14094
4547 15565 -3448
11969 12292 -9996
15159 13314 -16682
12526 685 7708
3571 11114 5502
2838 8273 -6248
6100 5523 -12744
8048 1576 -3920
1663 13958 12180
17331 9180 -4276
6069 3172 3558
15633 3154 -2782
12179 6538 7670
3849 15584 9356
4754 18519 -5460
1167 4099 -3724
8701 11359 -7280
17379 11022 -11562
8732 12590 -7512
493 4738 9258
15430 3383 -13298
8753 11588 -16502
19189 18354 -18240
4034 7609 -16286
3696 1054 3918
4212 14449 14524
2348 1058 -2916
5700 7669 11824
10608 12225 -19556
11850 7400 -3184
5757 4030 -16872
10677 5505 -6356
3694 1246 -406
1916 2755 6098
9065 6707 -9980
15566 9827 -15850
10939 17326 -5118
15494 1531 -19448
7090 12585 -2086
554 13238 2730
7314 17200 -6584
5510 3077 -494
2395 19371 4912
14774 1226 -16978
6579 7767 -19994
15655 3183 14268
18717 13686 12730
3447 3002 -10150
4348 18774 -19886
7599 6427 -5218
6957 100 2230
10747 749 -18904
3721 4777 13882
2439 8571 12584
5324 8091 -8014
4836 9743 -12310
4814 10759 -10818
7659 18606 -19646
175 6257 2164
12658 2065 -14684
11634 7847 -462
19378 15803 10342
1105 12130 -14526
2384 10207 -88
3982 304 -3064
15807 4588 15666
214 6005 144
14752 704 -17306
6567 10693 -3504
10440 7693 -6592
1442 2666 -2634
1194 979 204
8553 8208 -6798
6438 11461 6726
12473 13736 -11596
1859 936 17240
12517 4493 7260
1982 7604 -4060
4216 8069 -14112
13402 18493 -10762
4780 11769 4232
12335 8238 -1662
7412 11063 -17636
9832 1659 -1070
3948 18204 -2458
5180 4919 9704
13074 13690 -18090
12248 8657 -15438
12395 9812 -17442
2651 11456 1746
4166 9986 -13760
6484 8079 -6384
14754 12131 -6396
6174 17377 3274
3537 10403 10558
1554 7813 -7312
11996 8187 10576
12449 2103 5382
7637 16990 -792
12990 7485 -17162
18543 9832 -15592
11157 8128 -14412
1691 8270 -3648
12905 4407 -11066
11002 223 13570
14412 7093 -10022
7527 6099 804
4081 3588 -942
9185 12645 9800
8549 9032 12592
7418 9438 -14516
6706 11525 4662
9861 11490 5216
9337 9471 -11982
3625 7326 -18874
1036 17093 -7082
3751 12550 10116
3975 15280 1658
12348 13833 1824
4790 3988 108
10655 6299 13596
7740 5309 -19240
14730 2830 -13970
68 11622 -15134
632 2125 -14780
6790 1970 -16468
212 1946 -16582
19668 13996 3700
6415 4503 15412
15770 2556 14078
17663 6952 -7360
10110 4178 -11206
6827 8368 -1656
9860 5229 -8112
4054 15950 -14044
860 15961 -2102
15775 14484 9450
10543 7374 2942
9919 19493 -3540
7256 12469 -16566
415 1463 -15272
4276 12516 7380
3708 3448 15666
17877 8649 -19572
13247 8775 -7284
14247 15014 -12962
7493 16081 -5658
13503 14818 -13146
946 17248 4162
16256 2558 -1972
11205 6783 -1924
12598 6515 -13500
3138 10773 -11862
4903 8191 -8378
10643 11340 -17556
8760 2287 11916
7340 4797 480
17283 5990 3964
7506 14974 -16090
8750 11724 -1242
8638 18556 4772
355 6772 1674
14987 6378 -1018
2873 10614 -13920
8788 6002 9234
269 7946 4358
6730 8449 6550
1854 13681 19076
5007 18089 19738
6599 7110 -16222
16534 11221 15166
19663 1780 -18896
215 11802 9276
12356 286 11772
17685 876 6464
9211 2018 -1690
2386 11393 -16262
15057 5468 -2442
16512 2184 -2260
11609 17355 -14160
5222 2274 12370
6495 10681 -15598
17987 8693 -482
816 8771 -6608
3340 5178 -12936
10163 7228 15180
5208 10804 16302
1001 2722 -7684
19286 3818 -6710
15212 1333 9128
5476 2823 -18830
6904 4028 15602
13859 16577 -9586
5907 4053 -16360
4370 5565 -15638
17735 19233 -11688
6432 8521 -11868
12073 721 -5562
9903 2559 13316
14918 8440 10858
7393 596 -3776
1165 11287 -15050
8167 7323 15372
6512 13240 -12492
1 6760 -2586
11948 6672 11098
3166 4849 17190
3550 16616 12020
5751 11272 -740
4878 7767 -6104
15473 10300 -19830
18353 3672 19684
3673 10916 9700
7901 10137 -1928
11950 8066 -6796
667 1663 4506
16853 6690 4148
2968 1422 -17704
8402 12478 -18462
13231 8182 13858
16590 1710 -13390
6873 6455 -14876
1698 11181 -9780
7241 10613 -10546
11061 1727 2532
6179 10040 -15782
8940 12472 348
12544 2765 1492
4712 9484 11760
9231 9016 -18112
17439 11265 -14820
10699 11174 166
1583 8495 3598
9016 3992 -16598
136 2576 -13502
2705 5018 -17208
3061 2743 -2298
3716 8720 -15460
10415 9151 -3564
15349 10258 18278
14532 2803 -1310
14710 4560 -11930
7537 2756 -16404
11968 9184 8434
15268 7005 -14298
2417 1366 -13200
8799 11294 -10068
9456 7229 9974
11990 3877 14992
15119 18251 7070
19192 7427 -328
6049 14212 110
11244 7071 134
14530 2532 -4708
1891 10857 13226
8955 7406 -7004
17483 1326 -15788
3881 10550 -18944
6352 14867 17164
7612 4848 5250
2148 10226 -6428
4439 19321 -8606
2416 1598 -13038
2086 18418 -8596
11088 12432 16052
11744 12256 8236
6129 13259 11090
1771 18961 -6054
10091 2240 -10100
9829 2808 -3786
6143 1614 -17926
1303 6360 -8722
12018 4540 14330
15137 4832 -3424
3160 1688 966
14846 4059 2380
1920 7686 6666
7956 9672 -13334
11758 11586 -8070
13959 16501 2930
18085 9466 -4230
10767 18765 -6390
451 4378 -16800
9753 7267 4882
12648 3510 -15242
7488 10068 2370
6528 17778 3766
17316 19776 -7000
11391 17926 -8560
3007 16037 -13894
5399 3718 -3990
178 3874 14994
5741 3700 -18382
6362 11915 -9568
7130 4014 16148
6351 12309 -8022
9372 5520 -10400
3294 9449 -15890
5435 11620 2670
5238 11671 10524
6427 8283 -9500
8422 8031 1940
4582 13495 -7672
4189 15636 13754
11450 11961 -8620
14632 7741 8070
16700 5201 16196
6307 9378 -17952
4643 16183 -6530
9468 10311 -12394
14962 18341 -372
5336 4416 19518
11035 11418 -1054
6416 6955 -7346
2346 4636 6666
13261 8556 15612
14842 715 -14028
5482 5055 2948
12528 5761 4706
12605 14850 -8440
19304 12703 -10298
3741 7135 -9736
14936 4266 -19866
11643 1916 -9162
1593 10634 -19318
5167 8101 16934
10326 3017 -3886
3006 7814 15698
16459 5030 -10238
8264 11882 -6624
11870 4180 -3196
6025 10657 14458
7581 4448 -9404
11903 17277 -920
5341 8401 -10834
7327 19931 14842
18162 17475 -15454
6786 2625 -16632
4280 134 -2598
9830 8205 -7330
7399 10728 -16268
7876 5100 -1052
1764 7775 8274
2523 18742 7820
14993 9086 12028
1994 18685 1562
6182 7168 -2266
13494 10198 -13412
9275 1685 -19536
8056 17278 -12522
13260 8204 17118
1182 10893 15926
14302 3761 -8152
5849 3579 -17878
9420 10486 368
335 3029 -5796
450 12300 -4326
5294 4673 -13914
5500 12072 5052
10410 7198 10450
629 5164 -5044
16377 13275 13938
3153 658 16642
1214 10953 -13144
8170 7622 -7528
3113 17225 -3294
8316 15061 9374
117 8392 -7776
212 10418 -9644
4775 5155 -6700
5922 14831 -1866
4129 51 9720
6018 8401 730
65 11341 -12734
10267 1224 -17604
17767 14542 -15542
2365 11515 4340
17014 19995 -10146
15022 5214 9510
18764 6298 2340
19265 4430 -18344
17955 17543 -19740
16844 3629 -6502
2718 697 -5792
17721 17203 -10842
8685 15280 -8642
16138 19555 9592
7046 2182 -5388
3231 3282 -11758
7151 4982 -7536
4291 13154 13826
9164 16628 -3942
11186 9816 -9042
16934 19220 -15214
11533 10582 7388
10347 11271 -938
12984 775 -15920
10235 2813 8818
4314 14553 4548
12502 8528 15514
19446 9822 9306
5199 6714 -13604
3411 6373 19526
6538 11949 4444
8206 1289 -12126
9965 5667 674
3952 17913 -13126
11093 5249 -2008
12121 4684 -10822
3339 8797 -2936
15835 6286 13750
14310 5711 15490
11077 11340 3102
6658 4915 10528
2311 1212 4552
17431 13725 17526
11921 4990 -8658
7792 9560 19814
2443 8455 17198
3960 14631 -6032
2727 4243 -10906
7115 636 15570
18627 17200 -15276
4253 16801 -4646
11226 1507 -6954
17129 12717 2612
393 13913 -3712
9897 14002 -12880
4224 1881 4574
13581 10000 -11194
6128 5848 15570
2204 7918 -17128
18738 11646 -19680
4243 10560 -7726
15202 13342 -15234
4090 3539 12794
17378 330 5306
4703 7431 4532
12123 9417 -9668
1373 9894 -5544
18716 18728 -1728
10722 13179 -5110
2885 1097 13192
15070 2670 11048
10080 1512 -7056
12685 5019 -15238
3445 9712 -4204
6079 1202 -19992
7519 8778 -13456
12763 12842 19346
6822 4605 -5372
12956 13775 -6658
14676 10856 -3264
15833 4267 -7840
18582 1961 9314
8435 6781 8644
12101 3525 -16138
9273 8638 -5884
414 4882 1566
496 9059 13930
8731 14997 13234
6039 3002 -7150
2997 7495 12602
5789 19736 -15604
1983 3244 -19236
10442 11820 -9440
1512 10293 4620
6281 14748 962
3285 4234 -6700
5679 9775 12520
3923 5201 -3788
2487 2038 13960
10397 6246 16246
1266 13101 -3884
8803 14630 -1842
138 4463 13186
11816 3962 1600
12221 6197 -11166
10479 3009 -12430
2735 12719 4328
8921 12687 10272
11077 7262 -6030
9525 15226 -19098
5611 7767 -7026
1149 4873 -15722
5458 2299 9446
8977 10309 2908
9478 5695 13702
6187 17782 1084
5263 17567 3700
7876 13689 102
5240 10033 10484
17984 17490 -19462
16466 5363 16514
6146 1472 616
7602 17222 -6812
1332 7198 890
10221 15798 9660
6460 6047 -19168
13998 1952 -154
11393 10562 -2208
10262 12405 -11218
14320 1543 2766
19931 6376 -2520
3670 11231 -19382
14963 5931 -14314
6286 7837 -10060
11075 3753 16324
3703 4409 -14850
14025 3355 -6456
4557 7335 9486
14783 17933 -17052
14328 12228 7528
870 1292 -138
7469 17976 17096
4893 8438 -14510
19930 1358 -9516
11341 9412 17430
18319 3004 10100
19536 18272 -8686
19653 3117 -12390
417 16424 244
4658 4806 -248
5848 19733 9082
8102 7274 -17368
9685 3348 -5240
17711 3802 19408
5299 11985 -176
8267 17485 -16150
2355 5206 2452
15927 12630 2730
5059 5208 -3884
733 6346 -4084
10090 4976 -14220
3660 10918 6460
1440 437 -19928
8830 139 3950
4157 6445 -10368
8093 10407 -5970
833 7957 -14884
8868 7423 5336
10057 12420 -7526
19879 12347 5980
2919 4867 4556
17428 12611 -3778
7095 6348 17676
19336 4782 15254
3466 9605 -8392
15139 15919 -14678
15874 1311 -14496
9862 5927 1366
12999 2071 -5804
14153 8068 17984
9641 12306 1394
5472 11442 -4044
6505 17415 -13264
5383 2803 1322
4793 9779 5332
7347 6701 12510
9847 2929 12352
11451 10545 -17698
9044 7396 -490
19696 9105 16154
19742 12092 1150
6049 15769 -9526
12774 16472 9838
19804 12611 -4816
832 14581 3194
9965 16354 -15984
19081 14060 -15998
10889 19067 10280
12060 6474 -11076
11239 3650 4032
8246 4808 -1398
16019 8979 10760
15614 14378 -6830
5702 15970 1614
12590 5718 11302
14942 3540 -19452
16458 1532 -12176
13840 17475 4426
4649 1954 -3086
17774 11773 10934
3109 253 9152
17905 5329 17500
191 9715 14818
12327 2772 15130
1092 4318 -3770
762 8615 -10382
9620 201 -3564
15623 3665 -16186
12760 7325 -12634
4412 1441 -9274
1000 14360 -18572
14848 10505 -19936
9720 15555 -17902
6725 5257 9928
7423 4132 -4408
1531 18264 -19434
10769 19231 2380
1115 14651 -9758
9550 12830 -6390
329 977 -17258
11563 6849 -1582
3223 5979 -156
16327 4030 18760
7308 17130 -13178
7422 7386 -4188
14884 1370 -15992
12549 98 182
4166 9186 14654
17620 3698 11946
7737 15492 14628
10299 14630 -16768
10976 9430 2304
10880 8809 -10618
7379 2829 -19042
9977 12260 -5200
11135 2245 2346
7647 5363 -4952
17046 17020 6192
736 9486 -6468
17858 17151 950
18860 8046 7856
10630 6007 7568
10664 2730 6494
4063 596 4396
3593 8838 -3648
6785 14544 13944
19119 18990 2612
9598 2940 -2014
620 10412 14032
1184 12272 8338
10500 4221 -6710
11510 3106 -19098
1384 16914 -16562
9102 11682 -14026
12468 10784 -11900
17288 10741 -2492
6205 17642 -17486
7272 4803 5534
12820 7592 -9626
2489 19857 -18696
3170 17567 -4584
406 12744 -17114
3119 5348 -13514
14836 1835 -664
10640 11028 -14446
7305 14351 16058
16497 19262 16718
9567 2043 -11884
1138 221 5386
7221 6410 -10158
3445 763 -13000
13053 3663 -8098
13516 2491 -14640
12913 393 -4754
4523 12083 14084
15620 17420 -13328
5193 8860 -5064
2125 9447 2314
7213 7565 18784
6752 8519 8704
9673 9747 -5836
11796 3383 2450
7524 7103 -1038
1288 10085 -7098
2185 2644 4066
17795 7503 -7644
9109 17861 -7762
13183 14414 9906
14836 17266 -19218
7881 19188 -13248
18834 18176 14572
18223 2425 -2656
13482 15516 -88
5599 5320 -18174
18749 1138 -8506
11169 2579 -15910
10031 8566 -17576
1737 8913 8922
2367 9143 8108
11968 10321 16074
695 5013 5210
1678 8491 -3894
4553 10950 1082
2191 17591 13934
8176 19197 -5580
9557 14288 18000
14186 15561 -15338
5096 2217 -13544
9743 1758 -9812
11586 16326 -13972
12562 10169 -14144
6647 7538 -2268
6687 11693 -344
15599 6313 -19312
5797 4990 -1294
12118 6354 -2134
4327 17535 -14918
2862 11801 -19872
7427 773 8500
4202 5100 -14080
7803 18443 6662
1054 7143 12188
1143 12003 1014
19743 10800 -474
11397 4673 -11572
14476 17084 -13658
10494 8362 -8608
3776 3142 -15478
17236 1446 -3320
4685 12457 -15884
857 4969 17594
11673 16732 -13640
676 6770 -2806
9913 9973 646
19606 6921 -11662
9937 11217 -11946
9295 6764 10444
12651 3236 9570
1915 14789 5314
19202 10498 -14634
3861 10116 -9782
13110 2084 -12722
6453 8138 -576
4923 4883 -646
19272 18001 -18532
9034 9086 -1472
8383 13264 -18310
4825 12321 -8576
634 5996 3660
807 10714 5016
10101 14360 -9782
8769 12104 16734
1833 6189 2602
19393 2674 -732
15419 13863 -4366
1025 2096 3258
18379 15845 -11344
10070 10747 14852
13161 16098 -15756
136 9053 12326
6518 4221 11406
2252 9553 -910
12057 5515 14886
18691 5206 -13296
6834 12813 5318
4366 3650 -9674
5652 411 720
15706 3636 1158
14947 12159 8456
2537 12477 16602
9560 10496 4218
11947 13743 -4004
14929 5733 2308
7586 6939 2850
7214 3832 18
11973 5029 2678
2810 1560 -11966
4027 3885 -19060
5163 10255 3704
7528 17131 -17672
2553 1651 -6014
14470 3688 -11586
3012 16182 7964
1755 15385 -11652
18040 3888 8524
10985 7790 3846
2455 13190 -5614
14414 2160 460
11123 1825 -12536
51 4030 -11958
8598 7220 1970
9714 2031 -5988
7150 9810 9310
10494 5535 -15798
1175 3124 -3676
17558 2870 1348
1850 1373 -12796
2118 1160 -7858
15705 18643 -10430
2595 10137 3886
18210 4110 -4582
6120 9714 -1372
4089 816 16174
10170 10472 -10410
16188 9625 3974
7775 11649 728
14677 636 5414
3565 8637 17158
5998 8089 -5816
4603 18128 -5272
2208 6162 -12834
13948 11431 -4158
3998 5643 2640
9635 3484 19522
19079 10360 2780
14481 14487 -18422
7006 9450 -1574
3246 17587 -5324
930 16822 5382
6782 3881 -14900
10486 4621 -6972
2268 734 -2198
9086 12854 4808
11189 10612 10912
20 11198 5030
4795 11595 4840
9609 13086 -15136
11177 11124 16576
10865 19899 1774
12119 3616 4282
17055 4331 -16516
2916 54 10622
5477 787 10224
257 1276 -846
10356 1295 -17394
11848 9638 -6088
3342 4794 -17020
3843 3055 -14370
11875 2956 -1684
2986 17653 10458
3612 3373 3294
11971 5085 1732
5174 8593 -9956
3404 1838 4814
3039 4493 -4636
16727 3406 -8942
7190 16500 -7048
250 6842 6520
10932 4694 18244
6312 15161 -15524
16340 16241 -16642
16136 3345 -6806
14253 2687 -1776
11978 10737 5076
1176 10690 -13144
19690 8452 8096
8256 12504 5144
8794 8623 2684
7273 8096 -9908
9748 7337 -19272
4882 5055 -12872
730 16513 -3862
12957 12282 -12950
18196 6149 -12826
9220 9347 -14150
6666 8723 14578
12803 12115 -8438
2253 14464 -12304
16254 5149 2862
17832 8541 2406
16111 3457 -4718
2741 10212 10594
10971 6028 -18250
19433 6029 78
19301 9795 2466
8049 9239 -1396
213 12240 -11858
10808 10069 -7520
10505 771 1700
1583 9467 2550
19794 5962 -14150
9647 7767 -6672
4838 333 -10328
7781 10915 8342
17134 10930 -19360
3540 18927 7542
156 6671 12674
6793 12632 -9012
6601 19609 4770
7157 12738 -11080
7502 19954 11608
7377 10379 4186
8435 15488 -17328
4487 7589 2768
8172 14488 -12354
19180 15230 -7978
9687 857 -18326
9789 5007 -5802
6526 18102 -13360
19488 9678 2796
4486 6589 6320
1956 16035 1566
657 1363 -18804
11781 11267 14862
18405 269 -6594
3015 8088 17400
486 19426 -9888
98 3258 -16916
216 6605 18272
11583 10635 18906
2617 10366 -8372
17448 2801 -1676
4111 7966 -6802
18203 6823 5280
7695 2628 -4296
5388 7380 5120
10769 13468 4708
14257 3506 -384
15586 2229 -1466
18825 1511 -11244
12041 2296 -9036
36 13147 -17908
1521 3404 -7758
19925 629 -15084
6382 759 1446
11799 3426 -6180
8963 7804 -19034
13059 10296 -4928
438 906 -19922
2320 12776 -3188
18971 1487 3604
7257 8744 -6880
7292 6991 11838
5841 6776 13752
5826 4155 11398
9971 3657 -10162
7856 3145 -410
18067 6390 19762
2512 11781 -18108
10136 2255 17248
11904 7292 -8856
16165 5574 -3342
4157 7963 2594
3260 1332 2852
13253 5484 4174
17956 13439 -2726
18535 1293 -15014
5462 6110 -14310
16496 9174 2952
539 1520 4774
7459 10892 11170
13027 9642 -14616
13174 17646 4862
12445 19827 4710
7369 5062 -15154
14395 7196 11866
4345 17947 -16660
15712 11153 1212
4794 19040 7638
9010 8395 -6640
1112 18993 -8010
3517 4374 -2490
9940 9142 -702
14866 8327 -5382
2553 7918 -17402
10982 2550 11876
9593 14799 -7054
10231 15342 2450
1813 10071 -6432
2663 7454 -19414
13212 5796 -14334
8811 6095 16596
1060 10452 4534
11840 8671 -13354
17261 2804 -15082
3651 15741 8882
11594 4425 -10932
8674 18424 4686
3334 17440 18752
11803 3672 19792
19810 15063 9216
1737 12259 3218
2806 8908 -19894
1390 18392 -14790
6377 8339 -11534
1049 1378 17720
974 8952 14424
10617 7930 -12902
19341 2277 1872
12220 18442 -8544
12169 1563 -17862
7120 2767 888
6358 6372 -5260
6426 3536 11954
4352 18114 -13876
11680 4898 -5782
3381 144 -16902
16283 11219 -16560
2510 15593 -16640
10856 19402 -16630
10540 18224 -2854
8666 7497 -17200
3841 10584 18054
6834 17841 18682
1469 8685 -1220
12234 1486 17592
7266 19615 2776
18007 10755 -10478
9591 12463 -16684
5613 3977 -13138
11493 18517 2714
12114 12602 -17388
3134 15672 2042
9074 6625 826
17396 781 -14678
19587 19785 16310
8569 2654 17854
12912 16096 -10576
3384 3738 -12926
15719 16646 3652
12545 9260 -8126
3649 6277 -6660
